,movie_title,content_rating,genres,directors,authors,actors,original_release_date,runtime,production_company,tomatometer_rating,tomatometer_count,audience_rating,audience_count,meta_score,summary,combo_score,rating_diff
112,God's Not Dead 2,PG,Drama,Harold Cronk,"Chuck Konzelman, Cary Solomon","Melissa Joan Hart, Jesse Metcalfe, Ernie Hudson, David AR White, Hayley Orrantia, Robin Givens, Fred Dalton Thompson, Maria CanalsBarrera, Sadie Robertson, Ray Wise, Eamonn McCrystal, Newsboys, Pat Boone, Benjamin Onyango, Trisha LaFache, Paul Kwo, Abigail Duhon, Gianna Simone, Natalie Canerday, Jenn Gotzon Chandler, Jon Lindstrom, Lauren Harper, Carey Scott, Tommy Blaze, Star McCann, Spencer Kane Hess, Brad Heller, Mary Faulkner, Mallory Hardin Brooks, Greg Fallon, D Matt Jordan, Andres SaenzHudson, Lynne Delgado, Candyce Hinkle, Gary Newton, Verda Davenport, Dustin Prince, J Warner Wallace, James Mainard OConnell, Travis McCoy, Cameron Taylor, Brock Clyburn, Kristina Strava, Kayla Esmond, Daniel Clark, Latiera Golliday, Margaret Cogswell, Paige Martin Reynolds, Brent Holt",4/1/2016,121,Pure Flix Entertainment,10,40,62,13293,22,"Welcome back to Hope Springs, home not only of Hadleigh University, but also Martin Luther King Jr. High School, where beloved teacher Grace Wesley (Melissa Joan Hart) helps students understand and enjoy history. Her love of teaching, her love for her students, and her love of life all come from the same place: her love of Christ. So when Brooke, a hurting student grieving the loss of her brother, reaches out to Grace, their coffee-shop conversation naturally leads to Grace sharing the hope she finds in Christ. When Brooke later asks an honest question about Jesus in the classroom, Graces reasoned response lands her in big troublealmost before she even finishes giving her answer. With the principal and superintendent joining forces with a zealous civil liberties group, Grace faces an epic court case that could cost her the career she loves and expel God from the classroomand the public squareonce and for all!",16,46
113,Green Room,R,Horror,Jeremy Saulnier,Jeremy Saulnier,"Anton Yelchin, Imogen Poots, Patrick Stewart, Alia Shawkat, Joe Cole, Callum Turner, Mark Webber, Eric Edelstein, Macon Blair, Taylor Tunes, Kai Lennox, October Moore, David W Thompson, Kasey Brown, Samuel Summer, Cody Burns, Brent Werzner, Mason Knight, Audrey Walker, Ed Squires, Michael Draper, Colton Ruscheinsky, Jordan Yaroslavsky, Lj Klink, Jake Kasch, Jace Daniel, Jake Love, Kyle Love, Joseph Bertt",4/29/2016,94,A24 Films,91,237,75,21801,79,"Down on their luck punk rockers The Aint Rights are finishing up a long and unsuccessful tour, and are about to call it quits when they get an unexpected booking at an isolated, run-down club deep in the backwoods of Oregon. What seems merely to be a third-rate gig escalates into something much more sinister when they witness an act of violence backstage that they werent meant to see. Now trapped backstage, they must face off against the clubs depraved owner, Darcy Banker (Patrick Stewart), a man who will do anything to protect the secrets of his nefarious enterprise. But while Darcy and his henchmen think the band will be easy to get rid of, The Aint Rights prove themselves much more cunning and capable than anyone expected, turning the tables on their unsuspecting captors and setting the stage for the ultimate life-or-death showdown. [A24]",85,-10
114,Hacksaw Ridge,R,"Action & Adventure, Drama",Mel Gibson,"Andrew Knight, Robert Schenkkan","Andrew Garfield, Teresa Palmer, Hugo Weaving, Luke Bracey, Sam Worthington, Vince Vaughn, Rachel Griffiths, Nathaniel Buzolic, Richard Roxburgh, Matt Nable, Firass Dirani, Richard Pyros, Jacob Warner III, Milo Gibson, Darcy Bryce, Roman Guerriero, Michael Sheasby, Jarin Towney, Luke Pegler, Tim McGarry, Ben Mingay, Nico Cortez, Goran D Kleut, Richard Pratt, Laura Buckton, Harry Greenwood, Damien Thomlinson, Simon Edds, Bill Young, Thatcher McMaster, Charles Jacobs, Dennis Kreusler, Andrew Sears, Jim Robinson, Nathan Baird, Sam E Wright, Mikael Koski, Troy Pickering, James Moffett, Josh Dean Williams, Andrew Hansch, John Cannon, Georgia Adamson, Craig Reeves, Adrian Twigg, Sean Lynch, Luke McMahon, Bill Thompson, Kazuaki Ono, Eric Taugherbeck, Hayden Geens, Edward Ned Law, Kazuki Yuyama, Daisuka Takeda, Raphael Dubois, Tim Potter, Santo Tripodi, Lawrence Brewer, John Batziolas, Nobuaki Shimamoto, Hiroshi Kasuga II, Ryuzaburo Naruse, Adam Bowes, Michael Hennessy, Benjamin McCann, Yukihiro Nagashima, Takehiro Abe, Daniel Thone, Nathan Halls, Nicholas Cowey, Charles Upton, Toshiyuki Teramoto, Honsen Haga",11/4/2016,139,Summit Entertainment,84,277,91,55594,71,"In Okinawa during the bloodiest battle of WWII, Desmond Doss (Andrew Garfield) saved 75 men without firing or carrying a gun. He was the only American soldier in WWII to fight on the front lines without a weapon, as he believed that while the war was justified, killing was nevertheless wrong. As an army medic, he single-handedly evacuated the wounded from behind enemy lines, braved fire while tending to soldiers and was wounded by a grenade and hit by snipers. Doss was the first conscientious objector awarded the Congressional Medal of Honor.",77.5,13.5
115,"Hail, Caesar!",PG-13,Comedy,"Joel Coen, Ethan Coen","Joel Coen, Ethan Coen","Josh Brolin, George Clooney, Tilda Swinton, Ralph Fiennes, Jonah Hill, Frances McDormand, Channing Tatum, Scarlett Johansson, Alden Ehrenreich, Christopher Lambert, Veronica Osorio, Heather Goldenhersh, Alison Pill, Max Baker, Fisher Stevens, Patrick Fischler, Tom Musgrave, David Krumholtz, Greg Baldwin, Patrick Carroll, Fred Melamed, John Bluthal, Alex Karpovsky, Aramazd Stepanian, Allan Havey, Robert Pike Daniel, Robert Picardo, Ian Blackman, Geoffrey Cantor, Robert Trebor, Michael Yama, Ming Zhao, Basil Hoffman, Luke Spencer Roberts, Ralph P Martin, James Austin Johnson, Noah Baron, Timm Perry, Noel Conlon, Natasha Bassett, Richard Abraham, Jon Daly, Dennis Cockrum, Clancy Brown, Mather Zickel, Tiffany Lonsdale, Clement von Franckenstein, Wayne Knight, Jeff Lewis, Kyle Bornheimer, Josh Cooke, Peter Jason, Stephen Ellis, Jillian Armenante, Jacob Witkin, Jack Huston, Agyness Deyn, Emily Beecham, Benjamin Beatty, JR Horne, Caitlin Muelder, EE Bell, Kate Morgan Chadwick, Brian Michael Jones, Peter Banifaz, Clifton Samuels, KC Reischerl, Jeremy Davis, Marcos Ochoa, Colin Bradbury, Ryan Breslin, Tyler Hanes",2/5/2016,106,Universal Pictures,85,358,44,40842,72,"Set during the latter years of Hollywoods Golden Age, Hail, Caesar! follows a single day in the life of a studio fixer who is presented with plenty of problems to fix.",78.5,-34.5
116,Hands of Stone,R,"Action & Adventure, Drama",Jonathan Jakubowicz,Jonathan Jakubowicz,"Robert De Niro, Usher Raymond, Ana de Armas, Ellen Barkin, John Turturro, Jurnee SmollettBell, Ruben Blades, Drena De Niro, Reg E Cathey, David Arosemena, Yancey Arias, Ilza Rosario, Anthony Molinari, Rick Avery, Robb Skyler, Joe Urla, Eliud Kauffman, Khalid Ghajji, John Duddy, Israel Isaac Duffus, Aaron Zebede, Janelle Davidson, Leo Wiznitzer, Roberto Chavo Duran, Edgar Ramirez, Oscar Jaenada",8/26/2016,105,Fuego Films,45,108,52,5279,54,"Hands of Stone follows the life of Roberto Duran (Edgar Ramirez), the Panamanian fighter who made his professional debut in 1968 as a 16 year-old and retired in 2002 at the age of 50. In June 1980, he defeated Sugar Ray Leonard (Usher Raymond) to capture the WBC welterweight title, but shocked the boxing world by returning to his corner in their November rematch, famously saying the words no mas.""",49.5,2.5
117,Hardcore Henry,R,"Action & Adventure, Science Fiction & Fantasy",Ilya Naishuller,Ilya Naishuller,"Sharlto Copley, Danila Kozlovsky, Haley Bennett, Tim Roth, Andrei Dementiev, Dasha Charusha, Will Foster Stewart, Ilya Naishuller, Cyrus Arnold, Svetlana Ustinova, Jake Karlen, Oleg Poddubnyy, Martin J Cooke, Prokhor Zikora, Jack Hahn, Ravshana Kurkova, Sergei Chikrigin, Ivan Isyanov, Vladimir Lukianchikov, Varvara Borodina, Andrey Berezkin, Aleksey Alekseev, Olga Chubarova, Liya Sitdikova, Vasiliy Bobylev, Polina Filonenko, Ilya Kondratiev, Kirill Byrkin, Mikhail Mikhitarov, Evgeny Pilipenko, Regina Surmina, Aleksandr Pal, Roman Leshenko, Mikhail Izotov, Sergei Solomonov, Alexander Kraevski, Alexander Pchela, Lado Kvataniya, Alexey Alekseev, Alexey Zamaraev, Alexey Agafonov, Victor Gorbachev, Boris Barabanov, Sergei Shnurov, Rostislav Kaptur, Tatiana Paladiy, Victoria Golubtsova, Uliya Stetsenko, Olga Chudakova, Aleksander Gordeev, Oleg Ermolaev, Polina Zueva, Bruce Chelemer, Sergei Mezentsev, Helga Lovekaty, Bruce Grant, Aliya Lando, Elena Skvortsova, Anastasiya Akulina, Yuliya Amirova, Marina Vezhnavets, Mariya Vishnyakova, Dina Grebeneva, Diana Dzhemeleva, Anton Banin, Uliya Ivanova, Ivan Kolomicev, Aleksander Firsanov, Kirill Serebrennikov, Alexander Yatsenko, Sergey Valyaev, Vitaly Voskeresenski, Alexander Podshibiakin, Evgeniy Bazhenov, Andrey Rusanov, Boris Bolelov, Feodor Elutine, Andrei Dementiev, Darya Charusha",4/8/2016,95,Bazelevs Production,51,144,54,18340,51,"You remember nothing. Mainly because youve just been brought back from the dead by your wife (Haley Bennett). She tells you that your name is Henry. Five minutes later, you are being shot at, your wife has been kidnapped, and you should probably go get her back. Whos got her? His names Akan (Danila Kozlovsky); hes a powerful warlord with an army of mercenaries, and a plan for world domination. Youre also in an unfamiliar city of Moscow, and everyone wants you dead. Everyone except for a mysterious British fellow called Jimmy (Sharlto Copley). He may be on your side, but you arent sure. If you can survive the insanity, and solve the mystery, you might just discover your purpose and the truth behind your identity. Good luck, Henry. Youre likely going to need it. [STX Entertainment]",51,3
118,Harry Benson: Shoot First,NR,Documentary,"Justin Bare, Matthew Miele","Justin Bare, Matthew Miele","Harry Benson, Alec Baldwin, Donald Trump, Henry Kissinger, Gigi Benson, Wendy Benson, Carl Bernstein, James L Brooks, Betty Buckley, Patti Davis, Cornelia Guest, Bryant Gumbel, Kerry Kennedy, Michael Landes, Ralph Lauren, Piers Morgan, Joe Namath, Deborah Norville, Dan Rather, Charlotte Ronson, Sharon Stone, Andre Leon Talley",12/9/2016,87,Quixotic Endeavors,85,27,46,195,74,"Harry Benson: Shoot First charts the illustrious career of the renowned photographer who initially rose to fame alongside The Beatles, having been assigned to cover their inaugural trip to the United States in 1964. With unprecedented behind the scenes access, Benson captured some of the most vibrant and intimate portraits ever taken of the most popular band in history. His extensive portfolio includes iconic images of Winston Churchill, Bobby Fischer, Muhammad Ali, Greta Garbo, Michael Jackson, Dr. Martin Luther King, Jr., and the Robert F. Kennedy assassination, and his work has appeared in publications including Life, Vanity Fair and The New Yorker. Now 86, workaholic Benson has no intention of stopping.",79.5,-33.5
119,Hell or High Water,R,"Drama, Mystery & Suspense",David Mackenzie,Taylor Sheridan,"Dale Dickey, Chris Pine, Ben Foster, Jeff Bridges, Gil Birmingham, Katy Mixon, William Sterchi, Buck Taylor, Kristin Berg, Keith Meriweather, Jackamoe Buzzell, Amber Midthunder, Joe Berryman, Taylor Sheridan, Debrianna Mansini, Nathaniel Augustson, Arielle Holmes, Marie AK McMaster, Jim Burleson, Gregory Cruz, Melanie Papalia, Kim Gleason, Alma Sisneros, Kevin Rankin, Margaret Bowman, Ivan Brutsche, Marin Ireland, JP Howard, Dylan Kenin, Martin Palmer, Danny Winn, Terry Dale Parks, John Paul Howard",8/12/2016,97,Film 44,97,280,88,40088,88,"Two brothersToby (Chris Pine), a straight-living, divorced father trying to make a better life for his son; and Tanner (Ben Foster), a short-tempered ex-con with a loose trigger fingercome together to rob branch after branch of the bank that is foreclosing on their family land. The hold-ups are part of a last-ditch scheme to take back a future that powerful forces beyond their control have stolen from under their feet. Vengeance seems to be theirs until they find themselves in the crosshairs of a relentless, foul-mouthed Texas Ranger (Jeff Bridges) looking for one last triumph on the eve of his retirement. As the brothers plot a final bank heist to complete their plan, a showdown looms at the crossroads where the last honest law man and a pair of brothers with nothing to live for except family collide. ",92.5,-4.5
120,High-Rise,R,"Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy",Ben Wheatley,Amy Jump,"Tom Hiddleston, Jeremy Irons, Sienna Miller, Luke Evans, Elisabeth Moss, James Purefoy, Keeley Hawes, Peter Ferdinando, Sienna Guillory, Daniel Skinner, Stacy Martin, Reece Shearsmith, Enzo Cilenti, Dan Renton Skinner, Augustus Prew, Tony Way, Leila Mimmack, Louis Suc, Bill Paterson, Neil Maskell, Louis Suc, Alexandra Weaver, Victoria Wicks, Julia Deakin, Emilia Jones, Dylan Edwards, Joseph Harmon, Toby Williams, Siobhn OKelly, Dylan Edwards, Maggie Cronin, Toby Williams, Patrick Fitzsymons, Siobhn OKelly, Maggie Cronin, Kenneth Hadley, Patrick Fitzsymons, Michael Condron, Richard Croxford, Patrick Buchanan, Graham Duff, Colin Ash, Matt Faris, Colin Carnegie, Chris Patrick Simpson, Michael Condron, Sara Dee, Richard Croxford, Fenella Woolgar, Graham Duff, Karen Hassan, Monique Kelly, Faolan Morgan, James Murphy, Eileen Davies, Alice, Chris PatrickSimpson",5/13/2016,119,Embargo Films,60,217,36,12034,65,"Dr. Robert Laing (Tom Hiddleston) is the newest resident of a luxurious apartment in a high-tech concrete skyscraper whose lofty location places him amongst the upper class. Laing quickly settles into high society life and meets the buildings eccentric tenants: Charlotte (Sienna Miller), his upstairs neighbor and bohemian single mother; Wilder (Luke Evans), a charismatic documentarian who lives with his pregnant wife Helen (Elisabeth Moss); and Mr. Royal (Jeremy Irons), the enigmatic architect who designed the building. Life seems like paradise to the solitude-seeking Laing. But as power outages become more frequent and building flaws emerge, particularly on the lower floors, the regimented social strata begins to crumble and the building becomes a battlefield in a literal class war.",62.5,-26.5
121,Hillary's America: The Secret History of the Democratic Party,PG-13,Documentary,"Dinesh D'Souza, Bruce Schooley","Dinesh D'Souza, Bruce Schooley","Dinesh DSouza, Jonah Goldberg, Peter Schweizer, Rebekah Turner, Michael Clemmons",7/15/2016,107,D'Sousa Media Corporation,4,28,80,13807,2,Dinesh D'Souza analyzes the history of the Democratic Party and what he thinks are Hillary Clinton's true motivations.,3,77
122,Hockney,NR,"Documentary, Special Interest",Randall Wright,,"David Hockney, Arthur Lambert, Colin Self, Don Bachardy, Celia Birtwell, Mark Berger, David Oxtoby, Margaret Hockney, Jack Larson, John Kasmin, Wayne Sleep, Edward Ruscha, Philip Steadman, Betty Freeman, Raymond Foye, Tchaik Chassay, Melissa North, George Lawson, Joe Clark, Kenneth Tyler, Charlie Schieps, Paul Martin Dubois",4/22/2016,112,Film Movement,85,47,67,327,65,"Hockney weaves together a portrait of the multifaceted artist from frank interviews with close friends and never before seen footage from his own personal archive. One of the great surviving icons of the 1960s, Hockney's career may have started with almost instant success but in private he has struggled with his art, relationships, and the tragedy of AIDS, making his optimism and sense of adventure truly uplifting. [Film Movement]",75,-8
123,Holidays,NR,Comedy,"Anthony Burns, Anthony Scott Burns, Nicholas McCarthy, Adam Egypt Mortimer, Gary Shore, Kevin Smith, Sarah Adina Smith, Scott Stewart, Kevin Klsch, Dennis Widmyer","Dennis Widmyer, Kevin K??lsch, Gary Shore, Nicholas McCarthy, Sarah Adina Smith, Anthony Scott Burns, Kevin Smith, Scott Stewart","Madeline Coghlan, Savannah Johnell Kennick, Rick Peters, Ruth Bradley, Isolt McCaffrey, Peter Campion, Ava Acres, Petra Wright, Mark Steger, Sophie Traub, Aleksa Palladino, Sheila Vand, Jennifer LaFleur, Sonja Kinski, Jocelin Donahue, Michael Gross, Ashley Greene, Olivia Roush, Harley Quinn Smith, Harley Morenstein, Shelby Kemper, Seth Green, Clare Grant II, Lorenza Izzo, Andrew Bowen, Willow Hale, Marilyn Flores, Emily Hagins, Danny Johnson, April Eckfeld, Sierra Malo, Adele Jacques, Aimee Sagara, Britain Simons, Megan Duffy, Lucy Cray Miller, Norma Sheahan, Guy Carleton, Glen Barry, Orlaith Shore, Jacqueline Wilson, Jack Wilson, Ciara Cullen Shore, Jenny Leonhardt, Anika Contas, Gwendolyn Druyor, Erica Pitts, Karen Wright, Jared Michael Degado, Manuel Bermdez, Jana Karan, Kalos Cluff, John C Johnson, Shawn Parsons, Michael Sun Lee, Wes Robertson, Karina Noelle, Scott Stewart, Brea Grant, Kevin Perreira",4/22/2016,104,Distant Corners Entertainment Group,52,29,24,903,50,"Holidays is an anthology feature film that puts a uniquely dark and original spin on some of the most iconic and beloved holidays of all time by challenging our folklore, traditions and assumptions.",51,-27
